,text,Created at,target,Likes,Retweets,lang,geo,Hashtags
109,"RT @luisibacache_: Vecin@s indican que se encuentran #SinEnergia en algunos puntos de #Providencia , @EnelClientesCL alguna hora de solució…",2022-06-29 2:35:08,1,0,3,es,Chile,"['SinEnergia', 'Providencia']"
110,"RT @desibarra: Si me descongela TODO lo que tengo en el freezer y se descompone TODO lo que tengo en el refrigerador, @EnelClientesCL pagar…",2022-06-29 2:31:06,1,0,1,es,"Santiago, Chile",[]
111,"Vecin@s indican que se encuentran #SinEnergia en algunos puntos de #Providencia , @EnelClientesCL alguna hora de solución? #CorteDeLuz",2022-06-29 2:20:25,1,3,3,es,"Providencia, Chile","['SinEnergia', 'Providencia', 'CorteDeLuz']"
112,"RT @AleMarcoteOk: Hola @OficialEdesur 
Nos devolverias la luz en #Lanus ?
El contestador da un número de reclamo pero no informa plazo de r…",2022-06-29 2:16:18,1,0,2,es,www.aprenderdelerror.com,['Lanus']
113,"@EnelClientesCL alumbrado público funcionando mal!!! Ya avisé de la situación a través de Whatsapp.
#LaFlorida #CorteDeEnergia #CorteDeLuz #SinLuz #AlumbradoPúblico https://t.co/2hF0Za69H2",2022-06-29 2:14:50,1,1,0,es,,"['LaFlorida', 'CorteDeEnergia', 'CorteDeLuz', 'SinLuz', 'AlumbradoPúblico']"
114,"Si me descongela TODO lo que tengo en el freezer y se descompone TODO lo que tengo en el refrigerador, @EnelClientesCL pagará mi próxima compra????? #corte #CorteDeEnergia #CorteDeLuz #ñuñoa #enel",2022-06-29 2:09:34,1,5,1,es,"Santiago, Chile.","['corte', 'CorteDeEnergia', 'CorteDeLuz', 'ñuñoa', 'enel']"
115,"RT @mleonicio: @EnelClientesCL corte de luz calle Pedro Torres Ñuñoa, hora de reposición de servicio? 

#cortedeluz #enel",2022-06-29 2:08:22,1,0,1,es,,"['cortedeluz', 'enel']"
116,#LaFlorida #CorteDeEnergia #CorteDeLuz #SinLuz @elquillayino @biobio @reddeemergencia @rodolfocarter @EnelClientesCL @SEC_cl TERCER corte de energía eléctrica en menos de 4 horas. Sector paradero 24 Av. La Florida. Hasta qué hora se sigue cortando la energía eléctrica?,2022-06-29 2:04:32,1,3,1,es,,"['LaFlorida', 'CorteDeEnergia', 'CorteDeLuz', 'SinLuz']"
117,Así quedan los postes en #LaFlorida #cortedeluz 3ro del día. https://t.co/6yeF2GTvbY,2022-06-29 2:02:55,1,0,0,es,,"['LaFlorida', 'cortedeluz']"
118,3er #cortedeluz en #LaFlorida en 3 horas que pasa #Enel. Nos van a quemar los artefactos. @T13 @24HorasTVN @radiocarab @adnradiochile,2022-06-29 2:01:40,1,2,0,es,,"['cortedeluz', 'LaFlorida', 'Enel']"
119,@EnelClientesCL @SEC_cl TERCER CORTE DE ENERGÍA ELÉCTRICA EN LO QUE VA DE LA TARDE-NOCHE!!!! Hasta qué hora se sigue cortando la luz?? #CorteDeEnergia #CorteDeLuz #SinLuz Av. La Florida paradero 24.,2022-06-29 2:01:22,1,2,0,es,,"['CorteDeEnergia', 'CorteDeLuz', 'SinLuz']"
120,Por QUINTA VEZ en 3 horas..... #CorteDeLuz en #LaFlorida y @EnelClientesCL y @SEC_cl NADA DE NADA!!!!!! SE PASARON. PÁGUENME LAS AMPOLLETAS,2022-06-29 2:01:12,1,1,0,es,,"['CorteDeLuz', 'LaFlorida']"
121,RT @mlagreze: ¿Por qué no se corta la luz durante el día digo yo? #cortedeenergía #CorteDeLuz @EnelClientesCL qué pasa? #Ñuñoa,2022-06-29 1:59:20,1,0,1,es,,"['cortedeenergía', 'CorteDeLuz', 'Ñuñoa']"
122,¿Por qué no se corta la luz durante el día digo yo? #cortedeenergía #CorteDeLuz @EnelClientesCL qué pasa? #Ñuñoa,2022-06-29 1:48:23,1,5,1,es,Santiago de Chile,"['cortedeenergía', 'CorteDeLuz', 'Ñuñoa']"
123,RT @pattmoar: #corteDeLuz alguien sabe qué pasa en Ñuñoa ( diagonal oriente) que no hay luz !!,2022-06-29 1:47:58,1,0,1,es,,['corteDeLuz']
124,"RT @LorenaAguayoG: @EnelClientesCL electricidad se cortó y volvió en forma sucesiva muchas veces, bajamos los automáticos para que no se da…",2022-06-29 1:47:54,1,0,1,es,,[]
125,Paola Berlin ocasiono un  #CorteDeLuz cuando vio las predicciones de Pepe Auth,2022-06-29 1:37:49,1,13,1,es,Chile,['CorteDeLuz']
126,"@EnelClientesCL electricidad se cortó y volvió en forma sucesiva muchas veces, bajamos los automáticos para que no se dañaran los equipos eléctricos y ahora quedamos sin luz. De mi cuadra, casa por medio afectada #Ñunoa #CorteDeLuz",2022-06-29 1:36:51,1,0,1,es,Chile,"['Ñunoa', 'CorteDeLuz']"
127,#corteDeLuz alguien sabe qué pasa en Ñuñoa ( diagonal oriente) que no hay luz !!,2022-06-29 1:32:04,1,0,1,es,Chile,['corteDeLuz']
128,"@EnelClientesCL corte de luz calle Pedro Torres Ñuñoa, hora de reposición de servicio? 

#cortedeluz #enel",2022-06-29 1:29:47,1,2,1,es,Chile,"['cortedeluz', 'enel']"
129,RT @catitaml: He informado de todos estos avisos de corte de energía al contacto de whasapp desde mayo y el problema no se soluciona. @Enel…,2022-06-29 1:26:51,1,0,2,es,Chile,[]
130,"RT @CimaSilvana: 45 horas sin luz, @OficialEdesur ¿me van a seguir respondiendo con un disquito y cambiándome los números de reclamo? Clien…",2022-06-29 1:17:22,1,0,1,es,➡🌛⬅!!,[]
131,#CorteDeLuz en #Ñuñoa ahora dirán que es por la Guerra en Ukrania 😁✌🏼 o porque un comunista traidor a la patria junto con un venezolano se comió un Transformador😁😁,2022-06-29 1:10:32,1,2,0,es,,"['CorteDeLuz', 'Ñuñoa']"
132,"#CorteDeLuz #apagon #ñuñoa
https://t.co/8p2THxlMgT",2022-06-29 1:10:16,1,0,0,und,Chile,"['CorteDeLuz', 'apagon', 'ñuñoa']"
133,"Sin luz, sin ver el partido. #ColoColo #ñuñoa #CorteDeLuz #otravez @EnelClientesCL",2022-06-29 1:08:32,1,0,0,es,,"['ColoColo', 'ñuñoa', 'CorteDeLuz', 'otravez']"
134,Ya poh @EnelClientesCL tenemos frío #CorteDeLuz 🙄😪😮‍💨,2022-06-29 1:06:53,1,1,0,es,,['CorteDeLuz']
135,"@EnelClientesCL corte de energía en calles augusto Villanueva con Irarrazabal / no tenemos energía en el edificio, sin bombas de agua, ascensores y es edificio eléctrico, por lo que tampoco tenemos gas para cocinar … es urgente #CorteDeLuz #CorteDeEnergia #ñuñoaemergencia",2022-06-29 1:05:09,1,1,0,es,"Ñuñoa, Chile","['CorteDeLuz', 'CorteDeEnergia', 'ñuñoaemergencia']"
136,"Hola @OficialEdesur 
Nos devolverias la luz en #Lanus ?
El contestador da un número de reclamo pero no informa plazo de resolución ni nada!
#CorteDeLuz 😡😡😡
@lanusmunicipio",2022-06-29 1:03:10,1,2,2,es,www.aprenderdelerror.com,"['Lanus', 'CorteDeLuz']"
137,RT @luis_rvelasco: Corte de luz en #Providencia Que Pasó Enel? @Muni_provi @EnelClientesCL #CorteDeLuz #CorteDeEnergia #Providencia #SinLuz,2022-06-29 1:01:40,1,0,2,es,,"['Providencia', 'CorteDeLuz', 'CorteDeEnergia', 'Providencia', 'SinLuz']"
138,RT @luis_rvelasco: Corte de luz en #Providencia Que Pasó Enel? @Muni_provi @EnelClientesCL #CorteDeLuz #CorteDeEnergia #Providencia #SinLuz,2022-06-29 0:55:51,1,0,2,es,"Santiago, Chile","['Providencia', 'CorteDeLuz', 'CorteDeEnergia', 'Providencia', 'SinLuz']"
139,"RT @Lualej: Porque tanto #cortedeluz en #LaFlorida? San Jorge P25.
@elquillayino",2022-06-29 0:53:35,1,1,0,es,"La Pintana, Chile","['cortedeluz', 'LaFlorida']"
140,"RT @Lualej: Porque tanto #cortedeluz en #LaFlorida? San Jorge P25.
@elquillayino",2022-06-29 0:47:37,1,0,1,es,la florida,"['cortedeluz', 'LaFlorida']"
141,Corte de luz en #Providencia Que Pasó Enel? @Muni_provi @EnelClientesCL #CorteDeLuz #CorteDeEnergia #Providencia #SinLuz,2022-06-29 0:45:52,1,1,2,es,"Providencia, Chile","['Providencia', 'CorteDeLuz', 'CorteDeEnergia', 'Providencia', 'SinLuz']"
142,Ayudaaaaaa !!!!  Se corto la luz 🫠@EnelClientesCL #CorteDeLuz #ñuñoa,2022-06-29 0:43:58,1,0,0,es,,"['CorteDeLuz', 'ñuñoa']"
143,Que hicimos para merecer esto #cortedeluz #ñuñoa,2022-06-29 0:42:54,1,1,0,es,,"['cortedeluz', 'ñuñoa']"
144,Corte de luz en Ñuñoa. Cauquenes con Irarrázabal. #CorteDeLuz #Nunoa @EnelClientesCL https://t.co/xXJ6L2L6Vm,2022-06-29 0:38:35,1,5,1,es,peñalolén,"['CorteDeLuz', 'Nunoa']"
145,Hola @EnelClientesCL se cortó la luz en Ñuñoa también a qué hora vuelve? #CorteDeLuz,2022-06-29 0:38:04,1,1,0,es,Santiago de Chile,['CorteDeLuz']
146,"RT @paolincacao: @EnelClientesCL transformador explotó cerca y sector duble Almeida, diagonal oriente, Vespucio Sur sin luz. #CorteDeLuz",2022-06-29 0:35:04,1,0,1,es,Crystal Peak,['CorteDeLuz']
147,"@EnelClientesCL transformador explotó cerca y sector duble Almeida, diagonal oriente, Vespucio Sur sin luz. #CorteDeLuz",2022-06-29 0:34:20,1,1,1,es,Ritoque,['CorteDeLuz']
148,He informado de todos estos avisos de corte de energía al contacto de whasapp desde mayo y el problema no se soluciona. @EnelClientesCL @EnelChile #CorteDeLuz https://t.co/U8SdkZLK9A,2022-06-29 0:34:14,1,2,2,es,"La Florida, Chile",['CorteDeLuz']
149,"#CorteDeLuz
En cauquenes 60 ñuñoa, si luz el edificio",2022-06-29 0:28:30,1,5,0,es,,['CorteDeLuz']
150,#CorteDeLuz @EnelClientesCL y hay partido de @ColoColo mi marido con ataque 😳🥸🤬😱‼️,2022-06-29 0:26:57,1,3,0,es,,['CorteDeLuz']
151,#CorteDeLuz @EnelClientesCL ñuñoa sector campus oriente Chile España con Holanda 😳😱😱 @DraMLCordero,2022-06-29 0:25:15,1,1,0,es,,['CorteDeLuz']
152,"Quién apagó la Luz, Marilú? #enel #cortedeluz #SoaBacheléHagaArgo",2022-06-29 0:23:24,1,0,0,es,"Santiago, Chile","['enel', 'cortedeluz', 'SoaBacheléHagaArgo']"
153,#cortedeluz en Ñuñoa Regina Pacis.,2022-06-29 0:22:33,1,2,0,es,,['cortedeluz']
154,@EnelClientesCL corte de luz sector diagonal oriente con vespucio #ñuñoa #CorteDeLuz,2022-06-29 0:21:53,1,1,0,es,Chile,"['ñuñoa', 'CorteDeLuz']"
155,#CorteDeLuz #ñuñoa QUE PASA,2022-06-29 0:19:41,1,0,0,es,Santiago,"['CorteDeLuz', 'ñuñoa']"
156,"Porque tanto #cortedeluz en #LaFlorida? San Jorge P25.
@elquillayino",2022-06-29 0:19:25,1,0,1,es,,"['cortedeluz', 'LaFlorida']"
157,#CorteDeLuz #enel #LasCondes #Enel pfffff... 🤦🏻‍♀️,2022-06-29 0:08:21,1,0,0,und,,"['CorteDeLuz', 'enel', 'LasCondes', 'Enel']"
158,#CorteDeEnergia #CorteDeLuz #sinluz @EnelClientesCL segundo corte de luz en menos de 1 hora!! La electricidad se corta y vuelve a los minutos. Me harán pebre los electrodomésticos @SEC_cl qué puedo hacer para que el servicio deje de estar tan intermitente?,2022-06-28 23:59:31,1,2,0,es,,"['CorteDeEnergia', 'CorteDeLuz', 'sinluz']"
159,#cortedeluz #cortedeenergia sector paradero 24 Av. La Florida. @EnelClientesCL,2022-06-28 22:24:15,1,0,0,es,,"['cortedeluz', 'cortedeenergia']"
160,@CGE_Clientes  es segunda vez en menos de una semana que nos quedamos sin suministro eléctrico. Necesito una solución real y definitiva #pesimoservicio #villarrica #cortedeluz #,2022-06-28 19:24:11,1,0,0,es,,"['pesimoservicio', 'villarrica', 'cortedeluz']"
161,"@OficialEdesur entonces???? No piensan solucionar nada?  Van a tenernos sin luz hasta que les de la gana? Son unos IMCOMPETENTES! 

#oficialedesur #edesur #argentina #cortedeluz #caballito",2022-06-28 18:54:02,1,1,0,es,Ciudad Autónoma de Buenos Aire,"['oficialedesur', 'edesur', 'argentina', 'cortedeluz', 'caballito']"
162,"Otra vez con problemas de suministro @EnelClientesCL en sector Bellavista de Providencia. Me preocupa que no logren dar con solución definitiva!

 #luz #CorteDeLuz",2022-06-28 18:10:14,1,0,0,es,"Santiago, Chile","['luz', 'CorteDeLuz']"
163,"RT @monosdelatele: Cansados de la ineficiencia de @EnelChile @EnelClientesCL 
Toda una villa con #CorteDeEnergia #CorteDeLuz de manera reit…",2022-06-28 16:19:46,1,0,3,es,,"['CorteDeEnergia', 'CorteDeLuz']"
164,RT @ccarlybelen: A las 15hrs vuelve la luz en #Temuco Alguien más sin luz? #cortedeluz https://t.co/UnBZod1SBV,2022-06-28 15:41:54,1,0,2,es,Temuco,"['Temuco', 'cortedeluz']"
165,"Cansados de la ineficiencia de @EnelChile @EnelClientesCL 
Toda una villa con #CorteDeEnergia #CorteDeLuz de manera reiterada. 
8 cortes de energía domiciliaria y en el alumbrado público dejándonos vulnerable y en peligro #LaFlorida 
Que @MuniLaFlorida y @rodolfocarter hagan algo https://t.co/GnVrr7j0fC",2022-06-28 15:26:55,1,2,3,es,Wallmapu,"['CorteDeEnergia', 'CorteDeLuz', 'LaFlorida']"
166,RT @ccarlybelen: A las 15hrs vuelve la luz en #Temuco Alguien más sin luz? #cortedeluz https://t.co/UnBZod1SBV,2022-06-28 15:26:38,1,0,2,es,Temuco - Chile,"['Temuco', 'cortedeluz']"
167,⚠️Si eres una o uno de los afectados por el #CortedeLuz en #Carahue haz tu reclamo en la empresa o en 👉https://t.co/MYKZoN5lBp https://t.co/R5QKrEexgu,2022-06-28 15:20:43,1,0,0,es,"Santiago, Chile","['CortedeLuz', 'Carahue']"
168,⚠️Si eres una o uno de los afectados por el #CortedeLuz en #Valdivia haz tu reclamo en la empresa o en 👉https://t.co/MYKZoN5lBp https://t.co/poCHgEzZl6,2022-06-28 15:18:29,1,1,0,es,"Santiago, Chile","['CortedeLuz', 'Valdivia']"
169,"@OficialEdesur en Caballito estuvimos sin luz: viernes , sábado ,domingo a la mañana ,lunes a la noche y hoy seguimos sin luz... alguna señal? alguien puede responder hasta cuándo? La empresa no responde. Reclamo 22065734705 #CorteDeEnergia #CorteDeLuz",2022-06-28 15:16:12,1,0,0,es,Ciudad de Buenos Aires,"['CorteDeEnergia', 'CorteDeLuz']"
170,A las 15hrs vuelve la luz en #Temuco Alguien más sin luz? #cortedeluz https://t.co/UnBZod1SBV,2022-06-28 15:15:36,1,2,2,es,,"['Temuco', 'cortedeluz']"
171,"RT @JuliusMarx2021: 🔴A esta hora, 
Ñuñoa, Macul y Providencia aún sin restablecimiento de energía eléctrica. Comercios cerrados y enfermos…",2022-06-28 14:28:33,1,0,2,es,"Providencia, Chile",[]
172,"🔴A esta hora, 
Ñuñoa, Macul y Providencia aún sin restablecimiento de energía eléctrica. Comercios cerrados y enfermos electrodependientes en serios problemas.
Urgente 
@EnelClientesCL solucionar el corte.
#CorteDeEnergia
#CorteDeLuz",2022-06-28 14:25:01,1,3,2,es,,"['CorteDeEnergia', 'CorteDeLuz']"
173,"#CorteDeEnergia #CorteDeLuz @SERNAC @SEC_cl 
Registramos corte de suministro eléctrico desde ayer en la comuna de @SanMiguel_CL, sector Bartolo Soto y aún no tenemos solución de @EnelClientesCL",2022-06-28 14:13:02,1,0,0,es,,"['CorteDeEnergia', 'CorteDeLuz']"
174,"RT @CorazonNortino: Nuevamente #ENEL,@EnelChile
@EnelClientesCL nos deja sin electricidad domiciliaria ni alumbrado público #CorteDeLuz 
Ya…",2022-06-28 14:07:21,1,0,1,es,,"['ENEL', 'CorteDeLuz']"
175,@EnelClientesCL Hola aún sin respuesta por el corte de luz en sector de Renca! #CorteDeLuz N•274047915 requerimiento! Trabajo desde casa no sé qué hacer!!! Favor ayudaaa!!,2022-06-28 13:40:46,1,0,0,es,,['CorteDeLuz']
176,"RT @fern_andres1: La verdadera razón.

#SinLuz
#apagón
#CorteDeLuz

https://t.co/r0xfdyDriv",2022-06-28 13:33:44,1,0,200,es,,"['SinLuz', 'apagón', 'CorteDeLuz']"
177,"Pucha , sigo sin luz más de 12 horas y tuve que suspender las atenciones en la consulta 🥹 #SanMiguel #CorteDeLuz @EnelClientesCL",2022-06-28 12:50:43,1,0,0,es,"Santiago, Chile","['SanMiguel', 'CorteDeLuz']"
178,"Pasa que ahora la palabra “RECLAMO” es parte del lenguaje ofensivo del asistente virtual de @EnelClientesCL 
Son unos chantas. 

#CorteDeLuz https://t.co/pjdFZqIxeV",2022-06-28 12:18:30,1,0,0,es,In your head,['CorteDeLuz']
179,"#Madryn #ZonaSur #CorteDeLuz 

Servicoop informó que se produjo un imprevisto corte de luz en la zona sur de Puerto Madryn producto de una falla sobre la línea de baja tensión en Lavalle al 800. 
Ya trabaja personal del servicio eléctrico y se estima hasta las 12 horas aprox. https://t.co/GfWduImB8I",2022-06-28 11:55:32,1,0,0,es,puerto madryn chubut,"['Madryn', 'ZonaSur', 'CorteDeLuz']"
180,"RT @puffy_bernhardt: La PALABRA de Alberto se DEVALUÓ más que el peso.
#SinLuz 
#CorteDeLuz https://t.co/BMFqQHOZX4",2022-06-28 11:42:42,1,0,146,es,,"['SinLuz', 'CorteDeLuz']"
181,"Lo confirmaron desde la empresa
#Salta #CorteDeEnergia #CorteDeLuz #VocesCríticas @edesasalta 

https://t.co/4xYXShzDww",2022-06-28 11:25:47,1,0,0,es,"Salta, Argentina","['Salta', 'CorteDeEnergia', 'CorteDeLuz', 'VocesCríticas']"
182,@EnelClientesCL 6am y ya van 10 horas y ninguna respuesta #CorteDeLuz @EnelClientesCL @SERNAC,2022-06-28 10:00:14,1,0,0,es,"Colina, Chile",['CorteDeLuz']
183,"He registrado 4 cortes de luz que llegan al minuto en sector yungay-republica. 

Tengo aire acondicionado y por esto he notado que a sucedido, revisaré mis electrodomésticos, espero no se hayan dañado y que esto cese.

@EnelClientesCL #CorteDeEnergia #CorteDeLuz #alerta",2022-06-28 9:54:02,1,0,0,es,,"['CorteDeEnergia', 'CorteDeLuz', 'alerta']"
184,"@spastrian @imvalenzuela @EnelClientesCL Seguimos en corte #piedraroja #chicureo
#CorteDeEnergia #CorteDeLuz otra vez!",2022-06-28 4:25:29,1,0,0,es,"Colina, Chile","['piedraroja', 'chicureo', 'CorteDeEnergia', 'CorteDeLuz']"
185,"#CorteDeLuz #chicureo #Enel por todo lo que pagamos el servicio es pésimo 
@EnelClientesCL #colina",2022-06-28 3:43:10,1,2,0,es,"Colina, Chile","['CorteDeLuz', 'chicureo', 'Enel', 'colina']"
186,"RT @LydiaCocha1: La novela scpl, la novela🫣 #CorteDeLuz https://t.co/wcGH4YF3Gs",2022-06-28 1:55:29,1,0,2,und,"Chubut, Argentina",['CorteDeLuz']
187,"RT @LydiaCocha1: La novela scpl, la novela🫣 #CorteDeLuz https://t.co/wcGH4YF3Gs",2022-06-28 1:24:42,1,0,2,und,,['CorteDeLuz']
188,"La novela scpl, la novela🫣 #CorteDeLuz https://t.co/wcGH4YF3Gs",2022-06-28 1:22:30,1,2,2,und,Comodoro Rivadavia,['CorteDeLuz']
189,#CorteDeLuz condominio Aguas Claras Chicureo @EnelClientesCL,2022-06-28 1:04:58,1,0,0,es,Metropolitana de Santiago,['CorteDeLuz']
190,"Corte de luz en #Maipu, sector templo /Carmen.

#lluvia #CorteDeLuz #Santiago",2022-06-28 0:40:55,1,0,0,es,"Santiago, Chile","['Maipu', 'lluvia', 'CorteDeLuz', 'Santiago']"
191,Puta la wea justo se cortó la luz. @EnelClientesCL como la callampa. #Maipú #CorteDeLuz,2022-06-28 0:38:17,1,0,0,es,,"['Maipú', 'CorteDeLuz']"
192,"RT @GargandonaMc: Tengo que entregar un texto hoy x la xuxa. @EnelClientesCL necesito electricidad y todo lo que sigue: internet, calefacci…",2022-06-28 0:27:20,1,0,1,es,Sur South Sud,[]
193,"Tengo que entregar un texto hoy x la xuxa. @EnelClientesCL necesito electricidad y todo lo que sigue: internet, calefacción, luz, por la chita! #ñuñoa #CorteDeLuz",2022-06-28 0:25:00,1,5,1,es,,"['ñuñoa', 'CorteDeLuz']"
194,@EnelClientesCL Hola en cerro navia #CorteDeLuz  alguien sabe que sucede,2022-06-28 0:07:14,1,0,0,es,,['CorteDeLuz']
195,RT @tarrochile2010: @EnelClientesCL #CorteDeLuz varios microcortes en la comuna de cerrillos sector villa México por lo menos 4 veces se ha…,2022-06-28 0:03:29,1,0,1,es,,['CorteDeLuz']
196,@EnelClientesCL #CorteDeLuz varios microcortes en la comuna de cerrillos sector villa México por lo menos 4 veces se ha cortado la luz @MuniCerrillos @CerrillosCL,2022-06-27 23:59:51,1,2,1,es,,['CorteDeLuz']
197,RT @plumemartinez: .@EnelClientesCL Masivo corte de luz en Vitacura y Las Condes. ¿Saben si hay otras comunas de Stgo en esta situación? @M…,2022-06-27 23:46:55,1,0,2,es,,[]
198,RT @plumemartinez: .@EnelClientesCL Masivo corte de luz en Vitacura y Las Condes. ¿Saben si hay otras comunas de Stgo en esta situación? @M…,2022-06-27 23:45:25,1,0,2,es,"Santiago, Chile",[]
199,.@EnelClientesCL Masivo corte de luz en Vitacura y Las Condes. ¿Saben si hay otras comunas de Stgo en esta situación? @Muni_LasCondes @MuniVitacura #CortedeLuz #Vitacura #LasCondes,2022-06-27 23:33:13,1,1,2,es,,"['CortedeLuz', 'Vitacura', 'LasCondes']"
200,¿Alguien más está sin luz? #cortedeluz @EnelClientesCL,2022-06-27 23:32:27,1,2,0,es,Santiago - Chile,['cortedeluz']
201,@EnelClientesCL sin luz en vitacura altura 7700 #SinLuz #CorteDeLuz,2022-06-27 23:28:56,1,0,0,es,,"['SinLuz', 'CorteDeLuz']"
202,"RT @ElQuiscoMuni: 🌵 Vecina, Vecino

Se informa corte de energía eléctrica es Sector Quisco Centro
.
.
.
.
#cortedeluz #quiscocentro #elquis…",2022-06-27 19:39:48,1,0,1,es,"El Quisco, Chile","['cortedeluz', 'quiscocentro']"
203,Macul  #CortedeLuz,2022-06-27 18:23:17,1,0,0,en,SCL,['CortedeLuz']
204,"No hay luz en Campo Lindo Macul.

#CortedeLuz",2022-06-27 18:22:50,1,5,0,es,Disable RTs for ur TL safety.,['CortedeLuz']
205,"🌵 Vecina, Vecino

Se informa corte de energía eléctrica es Sector Quisco Centro
.
.
.
.
#cortedeluz #quiscocentro #elquisco #lunes #feriado https://t.co/zlgVc7OFfz",2022-06-27 16:13:50,1,3,1,es,"El Quisco, Chile","['cortedeluz', 'quiscocentro', 'elquisco', 'lunes', 'feriado']"
206,"Un invierno con cortes de luz.

No va a ser casualidad

#CorteDeLuz
#CortedeEnergia",2022-06-27 13:34:30,1,0,0,es,"La Plata, Argentina","['CorteDeLuz', 'CortedeEnergia']"
207,"Nuevamente #ENEL,@EnelChile
@EnelClientesCL nos deja sin electricidad domiciliaria ni alumbrado público #CorteDeLuz 
Ya van 3 veces en 2 semanas #LaFlorida , hemos reclamado y nada! 
Presentaremos reclamo ante @SEC_cl",2022-06-27 4:03:09,1,1,0,es,"La Florida, Chile","['ENEL', 'CorteDeLuz', 'LaFlorida']"
208,"Nuevamente #ENEL,@EnelChile
@EnelClientesCL nos deja sin electricidad domiciliaria ni alumbrado público #CorteDeLuz 
Ya van 3 veces en 2 semanas #LaFlorida , hemos reclamado y nada! 
Presentaremos reclamo ante @SEC_cl 
Esto no puede seguir @MuniLaFlorida @rodolfocarter @conadecus",2022-06-27 3:56:09,1,1,1,es,,"['ENEL', 'CorteDeLuz', 'LaFlorida']"
209,"RT @dnlbrk: Finalmente, después de 72 horas de rogar y estar pegado a la oficina (porque tenía que estar presente por si venían) y sin prev…",2022-06-27 1:48:59,1,0,1,es,"Argentina, Buenos Aires",[]
210,#CortedeEnergia #cortedeluz #enel corte total de suministro en pudahuel norte @EnelClientesCL que sucedió?,2022-06-27 0:36:52,1,0,0,es,,"['CortedeEnergia', 'cortedeluz', 'enel']"
211,@EnelClientesCL #CorteDeLuz colina,2022-06-26 23:59:11,1,0,0,es,"Santiago, Chile",['CorteDeLuz']
212,#CortedeEnergia #cortedeluz #enel corte total de suministro pudahuel sector san franciaco /la estrella @EnelClientesCL,2022-06-26 22:53:43,1,5,0,es,,"['CortedeEnergia', 'cortedeluz', 'enel']"
213,RT @_andreitabonita: Corte de energía eléctrica sector San Francisco con Victoria #Pudahuel #cortedeluz,2022-06-26 22:38:09,1,0,1,es,"Villa Alemana, V región","['Pudahuel', 'cortedeluz']"
214,Corte de energía eléctrica sector San Francisco con Victoria #Pudahuel #cortedeluz,2022-06-26 22:34:52,1,8,1,es,"Santiago, Metropolitana de San","['Pudahuel', 'cortedeluz']"
215,RT @DieAD2: ¿Qué pasa con el corte de energía en Purranque? @saesa #saesa #CorteDeLuz,2022-06-26 21:20:02,1,0,1,es,Chile,"['saesa', 'CorteDeLuz']"
216,¿Qué pasa con el corte de energía en Purranque? @saesa #saesa #CorteDeLuz,2022-06-26 20:29:08,1,0,1,es,,"['saesa', 'CorteDeLuz']"
217,@OficialEdesur mas de 8 horas sin luz en caballito #CorteDeLuz,2022-06-26 19:59:08,1,0,0,es,,['CorteDeLuz']
218,"Finalmente, después de 72 horas de rogar y estar pegado a la oficina (porque tenía que estar presente por si venían) y sin previo aviso ni programación, pasó @OficialEdesur y en 1 minuto cambió un fusible de la calle. 
#cortedeluz @andateEdesur @GerardoYomal",2022-06-26 11:48:01,1,4,1,es,,['cortedeluz']
219,"Desde el día de ayer no hay alumbrado publico AAHH Mártir José Olaya San Juan de Miraflores. Calle Albizia, pista nueva, Surco #Luz #Surco #CortedeEnergia #CorteDeLuz @OSINERGMIN @IndecopiOficial https://t.co/Bd8SyFas2O",2022-06-26 0:29:12,1,0,0,es,,"['Luz', 'Surco', 'CortedeEnergia', 'CorteDeLuz']"
220,@OficialEdesur otra vez sin luz en Canning y pagamos fortunas la concha de tu madre. #edesur #cortedeluz,2022-06-25 23:53:45,1,0,0,es,Canning,"['edesur', 'cortedeluz']"
221,CGE #cortedeluz  3Oriente,2022-06-25 20:26:56,1,0,0,tl,"-33.013698,-71.545511",['cortedeluz']
222,"Y @OficialEdesur? Ya llevo 20hs sin luz! Cuando va a solucionar el problema?

#CorteDeEnergía #cortedeluz #edesur",2022-06-25 19:49:05,1,0,0,es,"Buenos Aires, Argentina","['CorteDeEnergía', 'cortedeluz', 'edesur']"
223,"💡🕯️ #EDELAP | #CorteDeLuz | #LaPlata

Podador particular provocó corte de luz en sectores de La Cumbre y San Carlos

@EDELAP__Oficial  estima que el servicio se normalizará cerca de las 15 hs.

https://t.co/31jlX7dx1M https://t.co/tKg3wGpGpZ",2022-06-25 16:16:32,1,0,0,es,"La Plata, Argentina","['EDELAP', 'CorteDeLuz', 'LaPlata']"
224,"💡🕯️ #EDELAP | #CorteDeLuz | #LaPlata

Podador particular provocó corte de luz en sectores de La Cumbre y San Carlos

El incidente ocurrió en 528 y 140 y provocó serios daños en la red. Edelap normalizará el suministro durante la tarde de hoy.

https://t.co/31jlX7v8qm https://t.co/MCPHHfe3Gt",2022-06-25 14:39:41,1,0,0,es,"La Plata, Argentina","['EDELAP', 'CorteDeLuz', 'LaPlata']"
225,"@OficialEdesur + de 12hs sin luz! 🤬

#CorteDeEnergía #cortedeluz #edesur",2022-06-25 10:44:00,1,1,0,es,"Buenos Aires, Argentina","['CorteDeEnergía', 'cortedeluz', 'edesur']"
